headline,date,url
Hazaras Hustle to Head of Class in Afghanistan,2010-01-04,http://www.nytimes.com/2010/01/04/world/asia/04hazaras.html
Move Made to Bar Iraqi From Ballot,2010-01-08,http://www.nytimes.com/2010/01/08/world/middleeast/08iraq.html
"Across Divide in Iraq, a Sunni Courts Shiites",2010-01-09,http://www.nytimes.com/2010/01/09/world/middleeast/09iraq.html
"2008 Campaign, All Over Again in New Book",2010-01-09,http://thecaucus.blogs.nytimes.com/2010/01/09/2008-campaign-all-over-again-in-new-book/
The First Senator From the Tea Party?,2010-01-10,http://www.nytimes.com/2010/01/10/magazine/10florida-t.html
Article Search API Enhancements,2010-01-12,http://open.blogs.nytimes.com/2010/01/12/article-search-api-enhancements/
Sarah Palin Makes Her Debut on Fox,2010-01-12,http://thecaucus.blogs.nytimes.com/2010/01/12/sarah-palin-makes-her-debut-on-fox/
Top Terror Prosecutor Settles Into a Familiar Role,2010-01-13,http://www.nytimes.com/2010/01/13/nyregion/13prosecutor.html
Iraq Says Raid Uncovered a Plot to Bomb Ministries,2010-01-13,http://www.nytimes.com/2010/01/13/world/middleeast/13iraq.html
Blair Aide Unapologetic Over Britain’s Role in Prelude to Iraq War,2010-01-13,http://www.nytimes.com/2010/01/13/world/europe/13london.html
Palin the Analyst,2010-01-13,http://query.nytimes.com/gst/fullpage.html?res=990CE0DA1E38F930A25752C0A9669D8B63
Iraqis on Iraq – Falluja and Tikrit,2010-01-13,http://atwar.blogs.nytimes.com/2010/01/13/iraqis-on-iraq-falluja-and-tikrit/
Political Turmoil Follows Barring of Hundreds From Iraq Ballot,2010-01-16,http://www.nytimes.com/2010/01/16/world/middleeast/16iraq.html
"Hasib Sabbagh, Co-Founder of Middle East Builder, Is Dead at 90",2010-01-16,http://www.nytimes.com/2010/01/16/business/16sabbagh.html
Iraqi Politicians Form New Secular Coalition,2010-01-17,http://www.nytimes.com/2010/01/17/world/middleeast/17iraq.html
