headline,date,url
Schröder Offers Plan for Ending Germany's Economic Slump,2003-03-15,http://www.nytimes.com/2003/03/15/world/schroder-offers-plan-for-ending-germany-s-economic-slump.html
BUSH AND ALLIES WILL MEET TO SEEK WAYS TO SWAY U.N.,2003-03-15,http://www.nytimes.com/2003/03/15/world/threats-responses-white-house-bush-allies-will-meet-seek-ways-sway-un.html
White House Approves a Plan To Administer a Postwar Iraq,2003-03-15,http://www.nytimes.com/2003/03/15/world/threats-responses-future-white-house-approves-plan-administer-postwar-iraq.html
NEWS SUMMARY,2003-03-15,http://www.nytimes.com/2003/03/15/nyregion/news-summary-789925.html
Day of Rest on What May Be Eve Of War Finds Baghdad Eerily Calm,2003-03-15,http://www.nytimes.com/2003/03/15/world/threats-responses-hussein-s-domain-day-rest-what-may-be-eve-war-finds-baghdad.html
Mideast Lessons,2003-03-15,http://www.nytimes.com/2003/03/15/opinion/l-mideast-lessons-781193.html
Get Out of the Way,2003-03-15,http://www.nytimes.com/2003/03/15/opinion/get-out-of-the-way.html
Divide Among Jews Leads to Silence on Iraq War,2003-03-15,http://www.nytimes.com/2003/03/15/world/threats-responses-american-jews-divide-among-jews-leads-silence-iraq-war.html
A Figure From Iraq's Past Steps Out to Mold Its Future,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-responses-exiles-figure-iraq-s-past-steps-mold-its-future.html
The Opposition,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-and-responses-the-opposition.html
The Opposition,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-and-responses-the-opposition.html
Mashing Our Monster,2003-03-16,http://www.nytimes.com/2003/03/16/opinion/mashing-our-monster.html
"Targets for Trial, a Rolling Invasion and Worldwide Protests",2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-responses-overview-march-15-2003-targets-for-trial-rolling-invasion.html
Arab Nations Brace for an Upheaval From a War in Iraq,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-responses-arab-world-arab-nations-brace-for-upheaval-war-iraq.html
"Laughter, the Best Weapon",2003-03-16,http://www.nytimes.com/2003/03/16/nyregion/coping-laughter-the-best-weapon.html
Iraqis Join a Rally to Show That War Will Be Resisted,2003-03-16,http://www.nytimes.com/2003/03/16/world/threats-responses-baghdad-iraqis-join-rally-show-that-war-will-be-resisted.html
